,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
963,0 days 02:32:58.406000,RUS,63,0 days 00:01:37.414000,52.0,3.0,,,0 days 00:00:28.670000,0 days 00:00:41.495000,0 days 00:00:27.249000,0 days 02:31:49.659000,0 days 02:32:31.154000,0 days 02:32:58.403000,291.0,268.0,253.0,283.0,False,MEDIUM,8.0,True,Mercedes,0 days 02:31:20.992000,2023-09-17 13:32:21.503,1,4.0,False,,False,True
964,0 days 02:34:36.973000,RUS,63,0 days 00:01:38.567000,53.0,3.0,,,0 days 00:00:28.273000,0 days 00:00:42.181000,0 days 00:00:28.113000,0 days 02:33:26.676000,0 days 02:34:08.857000,0 days 02:34:36.970000,306.0,280.0,248.0,301.0,False,MEDIUM,9.0,True,Mercedes,0 days 02:32:58.406000,2023-09-17 13:33:58.917,2,3.0,False,,False,True
965,0 days 02:36:14.369000,RUS,63,0 days 00:01:37.396000,54.0,3.0,,,0 days 00:00:28.788000,0 days 00:00:41.444000,0 days 00:00:27.164000,0 days 02:35:05.758000,0 days 02:35:47.202000,0 days 02:36:14.366000,287.0,264.0,249.0,285.0,False,MEDIUM,10.0,True,Mercedes,0 days 02:34:36.973000,2023-09-17 13:35:37.484,1,3.0,False,,False,True
966,0 days 02:37:51.306000,RUS,63,0 days 00:01:36.937000,55.0,3.0,,,0 days 00:00:28.464000,0 days 00:00:41.308000,0 days 00:00:27.165000,0 days 02:36:42.830000,0 days 02:37:24.138000,0 days 02:37:51.303000,292.0,267.0,248.0,284.0,False,MEDIUM,11.0,True,Mercedes,0 days 02:36:14.369000,2023-09-17 13:37:14.880,1,3.0,False,,False,True
967,0 days 02:39:28.335000,RUS,63,0 days 00:01:37.029000,56.0,3.0,,,0 days 00:00:28.413000,0 days 00:00:41.340000,0 days 00:00:27.276000,0 days 02:38:19.716000,0 days 02:39:01.056000,0 days 02:39:28.332000,291.0,268.0,248.0,287.0,False,MEDIUM,12.0,True,Mercedes,0 days 02:37:51.306000,2023-09-17 13:38:51.817,1,3.0,False,,False,True
968,0 days 02:41:05.581000,RUS,63,0 days 00:01:37.246000,57.0,3.0,,,0 days 00:00:28.370000,0 days 00:00:41.490000,0 days 00:00:27.386000,0 days 02:39:56.702000,0 days 02:40:38.192000,0 days 02:41:05.578000,293.0,267.0,250.0,286.0,False,MEDIUM,13.0,True,Mercedes,0 days 02:39:28.335000,2023-09-17 13:40:28.846,1,3.0,False,,False,True
969,0 days 02:42:44.267000,RUS,63,0 days 00:01:38.686000,58.0,3.0,,,0 days 00:00:28.482000,0 days 00:00:42.141000,0 days 00:00:28.063000,0 days 02:41:34.060000,0 days 02:42:16.201000,0 days 02:42:44.264000,298.0,278.0,252.0,290.0,False,MEDIUM,14.0,True,Mercedes,0 days 02:41:05.581000,2023-09-17 13:42:06.092,1,3.0,False,,False,True
970,0 days 02:44:24.506000,RUS,63,0 days 00:01:40.239000,59.0,3.0,,,0 days 00:00:28.407000,0 days 00:00:42.980000,0 days 00:00:28.852000,0 days 02:43:12.671000,0 days 02:43:55.651000,0 days 02:44:24.503000,303.0,283.0,249.0,301.0,False,MEDIUM,15.0,True,Mercedes,0 days 02:42:44.267000,2023-09-17 13:43:44.778,2,3.0,False,,False,True
971,0 days 02:46:04.016000,RUS,63,0 days 00:01:39.510000,60.0,3.0,,,0 days 00:00:28.620000,0 days 00:00:42.958000,0 days 00:00:27.932000,0 days 02:44:53.123000,0 days 02:45:36.081000,0 days 02:46:04.013000,316.0,280.0,251.0,299.0,False,MEDIUM,16.0,True,Mercedes,0 days 02:44:24.506000,2023-09-17 13:45:25.017,1,3.0,False,,False,True
972,0 days 02:47:43.330000,RUS,63,0 days 00:01:39.314000,61.0,3.0,,,0 days 00:00:28.321000,0 days 00:00:42.912000,0 days 00:00:28.081000,0 days 02:46:32.334000,0 days 02:47:15.246000,0 days 02:47:43.327000,305.0,280.0,253.0,300.0,False,MEDIUM,17.0,True,Mercedes,0 days 02:46:04.016000,2023-09-17 13:47:04.527,1,3.0,False,,False,True
