,index,Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Team,Position,avg_speed,max_speed,min_speed,avg_throttle,full_throttle,full_brake,air_temp,track_temp,wind_dir,wind_speed,dim1,dim2,tsne_clusters_id
74,81,GAS,87.658,30.0,2.0,28.399,30.299,28.96,HARD,23.0,Alpine,15.0,235.61398176291794,326.0,64.0,74.3951367781155,0.6443768996960486,0.11854103343465046,29.7,42.5,190.0,1.2,19.49236,-5.3773026,2
75,84,GAS,86.439,33.0,3.0,28.265,29.682,28.492,MEDIUM,2.0,Alpine,19.0,238.61490683229815,322.0,70.0,75.78260869565217,0.6583850931677019,0.12422360248447205,29.8,42.5,164.0,1.5,-27.482216,12.49498,0
76,85,GAS,86.877,34.0,3.0,28.208,29.857,28.812,MEDIUM,3.0,Alpine,18.0,236.56748466257667,323.0,64.0,72.3036809815951,0.6196319018404908,0.1411042944785276,29.8,42.6,232.0,0.8,-5.936621,2.3914487,0
77,86,GAS,86.903,35.0,3.0,28.318,29.75,28.835,MEDIUM,4.0,Alpine,18.0,238.35093167701862,324.0,70.0,75.3167701863354,0.6614906832298136,0.13975155279503104,29.9,42.5,196.0,1.2,4.9028883,-6.5936117,2
78,87,GAS,86.797,36.0,3.0,28.373,29.719,28.705,MEDIUM,5.0,Alpine,18.0,238.86708860759492,323.0,66.0,76.06012658227849,0.6677215189873418,0.12974683544303797,30.0,42.5,208.0,1.8,-25.90614,10.929017,0
79,88,GAS,86.499,37.0,3.0,28.27,29.768,28.461,MEDIUM,6.0,Alpine,18.0,239.343653250774,325.0,68.0,76.42414860681114,0.6563467492260062,0.1238390092879257,30.0,42.8,186.0,1.6,-27.49696,11.221545,0
80,89,GAS,86.357,38.0,3.0,28.251,29.614,28.492,MEDIUM,7.0,Alpine,18.0,237.8391167192429,325.0,67.0,76.61829652996846,0.668769716088328,0.13249211356466878,30.0,42.8,145.0,1.1,-29.064405,12.006537,0
81,90,GAS,86.736,39.0,3.0,28.411,29.667,28.658,MEDIUM,8.0,Alpine,17.0,239.3514376996805,324.0,67.0,75.04153354632588,0.6485623003194888,0.13099041533546327,30.0,42.8,205.0,1.7,-26.415478,10.840287,0
82,91,GAS,86.548,40.0,3.0,28.22,29.656,28.672,MEDIUM,9.0,Alpine,16.0,239.04615384615386,325.0,66.0,76.29538461538462,0.6523076923076923,0.13230769230769232,30.1,42.9,187.0,2.0,-25.782234,9.690883,0
83,92,GAS,86.346,41.0,3.0,28.298,29.528,28.52,MEDIUM,10.0,Alpine,16.0,236.30091185410333,324.0,61.0,74.76899696048632,0.6534954407294833,0.12462006079027356,30.2,42.9,190.0,1.8,-24.474606,11.7238245,0
